Service Account No,Date,Meter Number,Unit of Measurement,,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
1164050,11/13/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,3.6,3.2,3.2,3.2,2.8,2.4,2.8,2.4,2.4,2.8,2.8,3.2,3.6,3.6,3.2,3.6,3.6,4.8,3.6,4.4,4,4,4.8,4,5.2,4.4,4.8,4,3.6,3.6,3.6,3.6,4.8,4,4.8,4.4,4.4,4.4,4,4.4,3.6,17.6,18.4,22,24,24,23.2,23.6,23.6,24.4,24,23.6,23.6,23.6,23.6,23.2,23.6,23.6,23.2,23.2,22.8,23.2,23.2,6,4.8,4.8,4.8,4.8,5.2,4.8,4.8
1164050,11/14/16,259000-079225,KWH_DEL,,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4,2.8,3.2,3.2,2.8,2.4,3.2,3.2,3.2,3.6,3.6,3.2,4,3.2,4,3.6,4.4,4.4,3.6,5.6,3.6,5.6,3.6,5.2,4.8,4.4,5.2,4.8,5.6,4,6.8,4.4,6.4,5.2,4.4,4.8,4,5.2,4,4,6.4,31.2,32.4,35.2,36.8,37.2,37.2,38.8,39.6,38.4,39.6,38.4,38,38.8,37.6,36.8,25.2,24.4,24,24,12.4,11.6,11.2,6.4,6,6,6,6,5.2,5.2,5.2
1164050,11/15/16,259000-079225,KWH_DEL,,4.8,5.2,5.6,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4,3.2,2.8,3.2,2.8,3.2,2.8,3.2,3.2,3.6,3.2,3.2,3.2,3.2,4,3.6,4.4,3.6,4,4.8,4.8,4.4,3.6,5.6,4.8,5.2,5.2,5.2,4.4,4.8,5.6,5.2,5.2,4.4,5.6,4.8,4,5.6,5.2,4.8,5.6,18.4,19.6,22,24,24,26,25.2,25.2,26.4,36.4,38.4,38.4,38.4,37.2,37.6,36.8,37.2,37.2,37.6,14.4,10.4,10.4,5.6,4.8,4.8,4.8,5.2,4.8,4.8,4.8
1164050,11/16/16,259000-079225,KWH_DEL,,5.2,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4,2.8,2.8,2.4,2.8,2.4,3.6,3.2,2.8,3.2,3.2,3.6,3.2,3.2,3.2,3.2,3.6,3.2,3.6,3.6,3.6,3.6,2.8,3.2,4,3.2,3.2,3.6,3.2,3.6,4,4,3.6,4,3.2,3.6,2.8,4,3.2,3.2,4.4,30.4,31.6,32.8,37.2,37.2,37.2,36.8,35.6,36.8,37.2,37.2,35.2,37.6,36.4,36.4,24.8,23.2,24,24,12,10.8,10,6.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8
1164050,11/17/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.8,4,3.2,3.2,4.8,3.6,3.2,4,4,4,3.2,3.2,3.6,3.2,3.6,3.2,3.2,3.2,3.2,2.8,3.2,3.2,3.2,2.8,3.2,3.2,3.2,4,3.2,3.6,3.6,3.6,4,3.6,3.2,4.4,3.2,3.2,3.2,3.2,3.6,4.8,30.8,31.6,32.4,37.2,37.6,37.6,37.6,37.2,37.6,37.2,37.6,37.2,37.6,36.8,37.2,36.4,36.4,36.4,36.8,24.4,22,21.6,8,5.2,4.8,4.8,4.8,5.2,4.8,4.8
1164050,11/18/16,259000-079225,KWH_DEL,,4.8,5.2,4.8,4.8,5.2,4.8,4.8,4.8,5.2,4.8,4.8,4.8,5.2,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4,3.2,2.8,4.4,4.8,4,3.2,3.2,3.6,4.4,3.6,3.6,2.8,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.6,3.6,3.6,4,3.2,4,3.2,5.2,3.2,4,3.6,4.4,3.6,3.6,4.8,3.2,4,3.2,4.8,2.8,6.8,30.4,32.4,31.6,37.6,36.8,38,36.8,38.4,36.8,38,36.8,37.6,36.8,36.8,36.4,36,36,36.4,36.4,36,36.4,36.4,10.4,4.8,4.8,4.8,5.2,4.8,4.8,4.8
1164050,11/19/16,259000-079225,KWH_DEL,,4.8,5.2,4.8,5.2,5.2,5.2,4.8,5.2,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4,4,4.8,5.6,5.2,4.4,4.8,4,5.2,4,4.8,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.6,3.2,3.2,3.6,3.2,4,3.2,3.2,3.2,3.2,3.2,2.8,2.4,2.8,2.8,2.4,2.8,2.8,2.4,2.8,4.8,4.8,5.6,10.8,11.2,11.2,11.6,11.6,11.6,12,11.6,11.6,11.6,11.2,11.2,11.2,11.2,11.2,11.2,10.8,10.8,10.8,8.4,5.6,5.6,5.2,5.6,5.2,5.6,5.2
1164050,11/20/16,259000-079225,KWH_DEL,,5.6,5.2,5.2,5.2,4.8,5.2,4.8,5.2,4.8,5.2,4.8,5.2,4.8,5.2,4.8,5.2,4.8,5.2,5.2,4.8,5.2,4.8,5.2,4.8,4.8,4.4,3.2,2.8,2.4,3.2,4.4,2.4,3.2,2.8,2.8,2.8,4,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,2.8,2.8,3.2,2.8,2.8,2.4,2.8,2.8,2.4,2.8,2.8,2.4,3.2,2.8,3.2,2.8,3.2,2.8,3.2,3.2,5.2,18,18.4,18.4,22,22,22,22,21.6,21.6,22,22,23.2,23.6,23.2,23.6,23.2,23.6,23.2,23.2,22.8,21.6,21.6,8.4,4.8,4.8,4.8,4.8,4.8,4.8,4.8
1164050,11/21/16,259000-079225,KWH_DEL,,4.8,4.8,5.2,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.4,3.2,2.8,4.4,3.2,4,3.6,4.4,4.4,3.6,3.6,3.2,3.6,2.8,3.2,3.6,2.8,3.2,2.8,2.8,3.2,2.8,2.8,3.2,3.2,2.8,3.2,3.2,2.8,3.2,3.2,2.8,3.2,3.2,2.8,3.2,3.2,2.8,3.2,2.8,7.6,31.2,31.2,31.6,28.8,24,24.4,24,32,36.8,36.8,36.8,36.8,37.2,36,36.4,24.8,23.6,24,23.2,22.8,22.8,22.8,8.8,5.2,4.8,5.2,5.2,4.8,4.8,4.8
1164050,11/22/16,259000-079225,KWH_DEL,,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,6,4.4,4.4,6.4,6.4,4.4,4.8,4.8,4.4,4.4,5.6,5.6,3.6,4.4,3.2,3.2,2.8,3.2,3.2,2.8,2.8,3.2,2.8,2.8,2.8,2.8,3.2,2.8,2.8,3.2,2.8,3.6,3.2,2.8,3.6,2.8,3.6,2.8,3.6,3.2,6.8,18.8,18.4,19.2,22,22.8,24.4,23.6,24,24,35.6,37.2,37.2,37.2,37.2,36.4,35.6,35.6,36,35.6,12.4,10,10,8,5.2,5.2,5.2,4.8,4.8,4.8,4.8
1164050,11/23/16,259000-079225,KWH_DEL,,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,5.2,4.8,4.8,6,5.6,5.2,4.4,5.2,5.2,4.8,5.2,3.2,4.4,3.6,3.6,2.8,3.2,3.6,2.8,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,4,4,3.2,4.4,3.2,3.6,4,3.6,3.6,4,3.6,3.2,3.6,8.8,31.2,31.2,32.4,32.4,23.6,23.6,24,24,23.6,24,23.6,24,23.2,23.2,23.2,22.8,23.2,23.2,23.2,11.6,10,10,8,4.8,4.8,4.8,4.8,4.8,4.8,5.2
1164050,11/24/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,5.2,4.8,4.8,4.8,5.2,4.8,5.2,4.8,4.8,5.2,2.8,3.6,4.8,4,2.8,3.6,2.4,3.2,3.6,2.4,2.8,2.8,2.4,3.2,2.8,2.4,2.8,2.8,2.4,2.8,3.2,2.8,2.4,2.8,3.2,2.8,3.2,2.4,3.2,2.8,2.8,3.2,2.8,3.2,2.4,2.8,4,2.4,2.8,6,18,18,18.4,21.2,21.6,21.6,21.2,21.6,21.6,21.6,21.6,22,12,8.8,8.4,8.8,8.4,8.8,8.4,8.4,10,10,7.6,5.2,4.8,4.8,4.8,4.8,5.2,4.8
1164050,11/25/16,259000-079225,KWH_DEL,,4.8388,6.1829,6.1829,6.1829,6.1829,6.1829,6.1829,6.3173,6.1829,6.1829,6.0485,6.1829,6.1829,6.3173,6.1829,6.1829,6.1829,4.7044,4.8388,4.9732,4.8388,4.7044,4.8388,4.7044,4.8388,4.57,4.1667,3.7635,3.8979,3.3603,2.957,3.0914,3.4947,3.2259,3.4947,3.3603,3.2259,2.957,3.2259,3.4947,3.2259,2.957,3.0914,2.957,3.4947,3.7635,3.6291,3.4947,2.4,2.8,3.2,2.8,3.2,2.8,3.2,2.4,3.6,2.4,3.2,2.8,2.8,3.2,2.8,4,2.4,11.2,30.8,30.4,30.8,35.6,35.6,35.6,36,35.6,35.6,36,35.6,35.6,35.6,35.6,35.2,35.6,35.2,35.6,35.2,35.2,35.2,35.2,10.4,4.8,4.8,4.8,4.8,4.8,4.8,5.2
1164050,11/26/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,6.4,5.2,6.8,7.2,6.4,6.8,6,6.8,6,6.4,6.4,6,5.2,5.2,4.8,5.6,4.8,5.6,4.8,5.2,4.8,4.4,4,4.8,4,4,3.6,3.2,2.8,2.8,3.2,2.8,3.6,3.2,3.2,3.2,3.6,3.2,3.6,3.2,4,5.6,5.6,6,8.8,8.8,9.6,10.4,11.2,11.2,11.2,11.6,11.2,11.2,11.2,11.2,11.2,11.2,12.4,12.8,12.8,12.4,11.2,9.2,7.2,6.8,6.8,6.8,6.8,6.8,6.8
1164050,11/27/16,259000-079225,KWH_DEL,,6.8,6.8,6.8,7.2,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,7.2,6.8,7.2,6.8,6.4,6.8,6.4,6.8,6.4,5.2,6,7.2,5.6,4,3.2,3.6,3.6,2.8,4.4,5.2,3.6,3.6,3.6,3.6,3.6,4,4,4,3.6,3.6,3.6,3.2,3.2,3.6,2.8,3.2,2.8,3.2,4,3.6,2.8,3.2,3.2,2.8,3.2,2.8,2.8,3.6,8,18.4,18,19.2,23.2,24.8,24,23.2,21.6,21.6,22,22,22,21.6,21.6,21.6,21.2,21.6,21.2,21.2,21.2,21.2,21.2,8,4.8,4.8,4.8,5.2,4.8,4.8,4.8
1164050,11/28/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,6,6,6.4,6.4,7.2,7.6,7.2,6.8,7.2,7.2,7.6,6.8,6.8,6.8,6,5.6,5.2,5.2,4.8,4.4,4.4,4,4.4,3.6,3.6,3.6,3.2,3.2,4,3.2,4,3.2,3.2,3.6,3.2,2.4,0.8,0.8,2.8,2.8,3.2,2.8,3.2,2.8,12.4,30.8,30.8,30.8,35.6,36,36.4,36.8,37.6,38,38,37.6,38,37.6,37.6,36,24.8,23.2,23.2,22.4,11.2,10,9.6,8,4.8,4.8,4.8,4.8,4.8,4.8,5.2
1164050,11/29/16,259000-079225,KWH_DEL,,5.2,5.2,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,6,6.8,6.8,7.2,5.2,6,4,5.6,4.4,3.2,5.6,4.8,4.4,4.8,2.8,4,3.6,3.2,3.6,3.6,4,3.2,4.4,3.6,4,3.6,3.2,3.6,3.2,3.6,3.6,3.6,3.2,3.2,3.2,3.6,3.2,3.2,3.2,3.6,7.6,18.4,18.4,19.2,23.6,24,24,24,22,31.6,35.2,35.6,36.8,36.8,36.4,37.2,36,36.4,36,36,10.8,8.8,8.8,6.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
1164050,11/30/16,259000-079225,KWH_DEL,,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,5.2,6,6.4,6,6.8,7.2,7.2,6.4,6.8,7.2,6.4,6.4,6.4,6,6.4,4,4,4.8,4,4.4,3.2,4,3.2,3.2,3.6,3.2,3.2,3.2,2.8,3.2,3.2,3.2,3.2,4,3.2,3.2,3.6,3.2,3.2,3.6,3.2,3.2,13.6,31.2,30.8,31.2,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.8,36.4,36.4,36,36,24.4,22.8,23.2,22.8,10.8,10,10,8,4.4,5.2,4.8,4.4,5.2,4.8,4.8
1164050,12/1/16,259000-079225,KWH_DEL,,4.8,5.2,5.2,5.2,5.2,5.2,5.2,5.6,5.2,5.2,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,6,6,6.8,6.8,6.4,7.2,6.4,6,5.2,6.8,6.4,5.6,6.4,6.4,6.8,6.4,5.6,5.2,3.2,3.2,3.2,3.2,3.6,3.2,3.2,3.6,3.2,3.2,4,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.6,3.2,3.6,3.2,3.2,4,8.8,18.4,18.8,18.4,22.4,24,23.6,24,23.2,22,24,35.2,35.2,35.2,34.8,34.8,34,34,34,34,34,33.6,34,9.6,4.8,4.4,4.8,4.8,4.8,4.8,4.8
1164050,12/2/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,5.6,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,7.6,6.4,6,6.8,6,5.6,6.8,5.2,4,5.2,4.4,4.4,3.6,4.4,4,3.2,4,4,3.6,3.6,3.2,3.2,3.6,3.6,3.2,3.2,3.6,3.2,3.2,3.6,2.8,3.2,2.8,4,2.8,2.8,4,2.8,2.8,4,12.4,31.2,32,31.6,34.4,35.6,34.4,34.8,36,34.4,34.8,34.8,34.4,35.2,35.2,35.2,34,33.2,34,33.2,33.2,33.2,32.8,10,5.2,5.2,4.8,4.4,4.8,4.8,4.8
1164050,12/3/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,7.6,8.8,9.2,8.8,8,7.2,7.6,7.2,5.6,4.8,3.2,5.2,4,3.6,3.6,3.6,3.2,3.6,3.6,3.2,3.6,3.2,4,3.6,3.2,2.8,3.2,3.2,3.2,2.8,3.2,3.6,2.8,3.2,3.2,3.2,3.2,3.2,3.2,2.8,3.2,3.6,5.2,5.2,5.2,8.8,9.2,9.6,10.8,10.4,10.4,10.4,10.8,10.4,10.8,10,10.4,10.8,10.4,10.4,10,9.6,8.4,8,7.6,4.8,4.8,5.2,4.8,4.8,5.2,5.2
1164050,12/4/16,259000-079225,KWH_DEL,,5.2,5.6,5.2,5.2,4.8,4.4,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4,4.8,6.4,5.2,4,5.2,3.6,4,3.6,4.4,3.6,4,3.2,3.6,3.2,3.2,3.2,3.2,3.6,3.2,3.2,3.6,4.4,3.6,2.8,5.6,4.4,3.2,3.6,3.2,4.4,2.8,4,3.2,3.2,3.6,3.2,4,2.8,9.6,18,19.2,18.4,23.2,23.6,23.2,23.2,22.8,22.8,23.6,24,23.6,23.2,22.8,22.8,23.2,22.8,22.8,22.8,22.4,22.8,22.8,9.6,4.8,4.8,4.8,4.8,4.8,4.8,4.8
1164050,12/5/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.8,4.8,5.6,5.6,5.2,5.6,5.6,7.2,8,6,7.2,6.4,5.2,5.2,4.4,5.2,4,3.2,3.2,3.2,3.2,3.2,4,2.8,3.2,3.2,3.6,2.8,3.2,3.2,2.8,3.2,3.2,2.8,3.2,2.8,3.2,2.8,2.8,2.8,2.8,2.8,3.6,5.2,4.8,5.2,8.8,10.4,10.4,10.8,10.8,10.4,11.2,10.8,11.2,10.8,10.4,10,10,10.8,10.4,10.8,10.4,10.8,10,8.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
1164050,12/6/16,259000-079225,KWH_DEL,,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.4,4.8,6.4,5.2,5.2,4.8,5.6,4.8,4,5.6,6,5.6,4,4,4,3.6,3.6,3.6,4,3.2,3.2,4,3.2,3.6,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.6,3.2,3.2,2.8,3.2,2.8,2.8,8.4,17.6,18,17.6,22,23.2,22.8,23.2,23.2,22.8,34.8,36.4,35.6,36,35.6,35.2,24.4,22.8,23.2,24,10.8,10,10.4,9.2,4.8,4.8,4.4,4.8,4.8,4.8,4.4
1164050,12/7/16,259000-079225,KWH_DEL,,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.4,4.8,4.8,5.6,5.2,6.8,6,4.8,6.4,6,5.6,4.8,5.6,4.8,5.6,4.4,4.8,4,4.8,3.6,3.6,3.6,3.2,3.2,3.2,3.6,3.2,3.2,2.8,3.2,2.8,2.8,2.8,2.8,3.2,2.8,3.2,2.8,2.8,2.8,2.8,2.8,4,4.8,5.2,5.2,9.2,10.8,10.4,10.8,10.8,10.4,11.2,10.8,10.8,11.2,10,10.4,10.4,10,11.2,10,10,10,9.6,8.4,4.4,4.8,4.8,5.2,4.4,4.8,4.8
1164050,12/8/16,259000-079225,KWH_DEL,,4.4,4.8,4.8,4.4,4.8,5.2,5.6,5.2,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,5.2,6,7.2,6.4,7.2,6.4,7.2,6,7.2,6.4,6.4,4.8,6.4,4.8,4.4,4,4,4,3.6,4,4,4,3.6,4,3.6,3.2,3.2,3.6,3.2,3.6,4,3.2,3.6,3.2,4,3.2,3.2,3.2,2.8,3.2,3.2,13.2,31.2,31.2,30.8,35.2,36.4,35.6,36,36,36.4,36,36,36,36,35.6,36.8,35.6,35.2,35.2,34.8,24.4,22.4,22.8,11.2,4.8,4.8,4.8,4.8,4.4,4.8,4.8
1164050,12/9/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,5.2,4.8,5.2,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.4,4.8,4.8,4.8,6.4,6.4,7.6,6.4,7.6,6.8,5.2,6.8,6.4,4.8,6,5.6,4.8,4,4.4,4,4,3.6,4,3.6,3.6,3.2,2.8,3.2,3.2,3.2,3.2,2.8,3.2,3.6,2.8,3.2,2.8,2.8,3.2,2.8,2.8,2.8,3.2,2.8,3.2,12.8,30.8,30.8,30.8,34,35.6,35.6,36.8,36,36,36.4,35.6,35.6,35.6,35.2,35.2,35.2,35.2,34.8,34.8,33.2,33.2,33.2,10.4,5.6,4.4,4.8,4.8,4.4,4.8,4.8
1164050,12/10/16,259000-079225,KWH_DEL,,4.8,4.4,4.8,4.8,5.2,5.2,4.8,5.2,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,5.2,6.4,6.4,6.4,7.2,7.2,6.8,6,6.4,5.6,7.2,6,6,5.2,5.6,6,6,4.4,4,4,3.2,3.6,3.6,2.8,3.2,3.2,2.8,3.2,3.2,2.8,3.2,2.8,3.2,3.2,3.2,2.4,2.8,2.4,2.4,2.8,2.4,2.8,2.4,3.2,4.4,4.8,4.8,6.4,8.4,8.8,10,10,10,10.4,10.4,10.8,10.4,10,10,10.4,10.4,10.8,9.2,9.2,8.4,8.4,8,5.6,4.8,4.8,4.8,4.8,4.8,4.8
1164050,12/11/16,259000-079225,KWH_DEL,,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.8,4.8,5.2,4.8,4.4,4.8,4.8,4.4,3.6,6,4,4,3.2,3.2,3.2,4,3.2,4,3.6,4,3.6,3.6,3.2,3.6,3.6,3.2,3.2,3.2,3.2,3.2,3.2,3.2,2.8,2.8,2.4,2.8,2.4,3.2,2.8,2.8,2.8,2.8,3.2,2.8,2.8,2.8,7.2,18,18,18.4,20.8,23.6,23.6,23.2,23.2,23.2,23.6,23.2,23.6,23.2,23.2,23.2,22.8,23.2,23.2,22.8,22.8,22.8,23.2,11.6,6.4,4.8,4.8,4.8,4.8,4.8,4.8
1164050,12/12/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.4,4.8,4.4,4.8,2.8,5.6,3.6,4.8,4.8,4,4,3.6,4.4,4,3.2,4.4,3.6,2.8,4,3.2,2.8,3.2,3.2,3.2,3.2,2.8,3.2,3.2,2.8,3.2,2.8,3.2,3.2,3.2,3.2,2.8,3.2,3.2,2.8,3.2,2.8,3.2,3.6,5.2,5.2,5.2,6.8,10.8,10.8,10.8,10.8,11.2,10.8,11.2,11.2,10.8,10.4,10.4,10,10,10,10,10,9.6,10,10,6.8,4.8,4.8,4.8,4.4,4.8,4.8
1164050,12/13/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,5.2,5.2,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.4,4.8,4.4,3.6,5.6,3.6,3.6,3.6,4,4,4,5.6,3.6,4.8,4.8,3.2,4.8,3.2,3.2,3.2,3.6,3.2,3.6,3.6,3.2,3.2,3.2,3.2,3.6,3.6,4,3.2,3.2,3.2,3.6,3.2,3.2,3.2,4.8,3.2,3.2,7.2,17.6,17.2,17.6,18.4,22.4,22.8,22.8,25.6,36,36,35.6,35.6,35.6,35.2,35.6,24,23.2,22.8,22.8,10.8,10,9.6,10,7.2,4.8,5.2,4.4,4.8,5.2,5.2
1164050,12/14/16,259000-079225,KWH_DEL,,5.2,5.2,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.8,4.8,6,6,6.8,6.8,4.8,5.6,5.6,4.8,5.2,4.4,5.2,4.4,3.2,4.4,4,3.2,3.2,3.6,4,3.2,3.2,3.2,4,3.2,3.6,3.2,3.6,3.2,4,3.6,3.6,4,2.8,4,3.2,3.6,4,3.6,3.2,3.6,4.8,5.6,5.2,5.6,9.2,10.8,10.8,10.4,11.2,10.8,10.8,10.8,10.8,10.4,10.4,10,10.4,10,10.4,9.6,10,10,9.6,8,4.8,4.8,4.8,5.2,4.4,4.8
1164050,12/15/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.4,4.8,5.2,5.2,5.6,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.4,4.8,6,6.4,4.4,4.4,4,5.6,5.2,4,4.8,4,3.6,4,3.6,3.6,3.2,3.2,3.2,2.8,3.2,3.2,3.2,2.8,3.2,3.2,2.8,3.2,3.2,3.2,2.8,3.6,3.6,3.2,3.2,2.8,3.6,3.6,2.8,3.2,8.8,30.4,30,30.4,30.4,33.6,35.6,26.8,22.4,11.2,11.2,10.8,10.8,10.4,8.8,9.2,8.4,8.4,8.4,8.4,8,8,8.4,8,7.2,5.2,4.8,4.8,4.4,4.8,4.8
1164050,12/16/16,259000-079225,KWH_DEL,,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,5.2,4.8,5.2,5.2,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.4,5.2,6,6.4,5.2,4.8,5.2,4.8,4.8,5.2,5.6,5.2,5.2,4.8,5.2,4.4,4.8,4,3.6,4,3.2,4.4,3.6,3.6,3.2,4,3.6,3.2,4,2.8,3.6,3.2,3.2,3.2,3.2,3.2,4.4,4,3.6,3.2,4.4,9.6,30.4,31.6,30.8,32.4,34.4,36.4,37.6,36.8,36.4,37.6,37.2,36.4,36.8,37.2,34.8,35.6,35.2,35.6,35.6,34.8,34,32.8,11.6,8,5.6,4.8,4.8,4.8,4.8,5.2
